Progressive Field,CLE,Indians,1.00,4.0,0.33,Cleveland,391792,390871,389244,Progressive Field,42241,1572926,19419,1437393,17746,1388905,17361
Progressive Field,CLE,Indians,1.00,4.0,0.33,Cleveland,391792,390871,389244,Progressive Field,42241,1572926,19419,1437393,17746,1388905,17361
Progressive Field,CLE,Indians,1.00,5.0,0.42,Cleveland,391792,390871,389244,Progressive Field,42241,1572926,19419,1437393,17746,1388905,17361
Comerica Park,DET,Tigers,14.00,5.0,0.42,Detroit,691868,682609,679410,Comerica Park,41258,3083397,38067,2917209,36015,2726048,33655
Comerica Park,DET,Tigers,14.00,5.0,0.42,Detroit,691868,682609,679410,Comerica Park,41258,3083397,38067,2917209,36015,2726048,33655
Comerica Park,DET,Tigers,14.00,5.0,0.42,Detroit,691868,682609,679410,Comerica Park,41258,3083397,38067,2917209,36015,2726048,33655
Comerica Park,DET,Tigers,14.00,5.0,0.42,Detroit,691868,682609,679410,Comerica Park,41258,3083397,38067,2917209,36015,2726048,33655
Comerica Park,DET,Tigers,14.00,5.0,0.42,Detroit,691868,682609,679410,Comerica Park,41258,3083397,38067,2917209,36015,2726048,33655
Minute Maid Park,HOU,Astros,6.00,5.0,0.36,Houston,2199391,2241826,2286908,Minute Maid Park,42060,1651883,20394,1751829,21628,2153585,26587
Minute Maid Park,HOU,Astros,6.00,5.0,0.36,Houston,2199391,2241826,2286908,Minute Maid Park,42060,1651883,20394,1751829,21628,2153585,26587
Minute Maid Park,HOU,Astros,6.00,5.0,0.36,Houston,2199391,2241826,2286908,Minute Maid Park,42060,1651883,20394,1751829,21628,2153585,26587
Minute Maid Park,HOU,Astros,6.00,5.0,0.36,Houston,2199391,2241826,2286908,Minute Maid Park,42060,1651883,20394,1751829,21628,2153585,26587
Minute Maid Park,HOU,Astros,6.00,6.0,0.43,Houston,2199391,2241826,2286908,Minute Maid Park,42060,1651883,20394,1751829,21628,2153585,26587
Kauffman Stadium,KCA,Royals,31.00,6.5,0.41,Kansas City,467213,470629,475073,Kauffman Stadium,37903,1750754,21614,1956482,24154,2708549,33439
Kauffman Stadium,KCA,Royals,31.00,6.5,0.41,Kansas City,467213,470629,475073,Kauffman Stadium,37903,1750754,21614,1956482,24154,2708549,33439
Kauffman Stadium,KCA,Royals,31.00,6.5,0.41,Kansas City,467213,470629,475073,Kauffman Stadium,37903,1750754,21614,1956482,24154,2708549,33439
Kauffman Stadium,KCA,Royals,31.00,6.5,0.41,Kansas City,467213,470629,475073,Kauffman Stadium,37903,1750754,21614,1956482,24154,2708549,33439
Kauffman Stadium,KCA,Royals,31.00,4.0,0.33,Kansas City,467213,470629,475073,Kauffman Stadium,37903,1750754,21614,1956482,24154,2708549,33439
Angel Stadium of Anaheim,LAA,Angels,3.00,4.5,0.28,Anaheim,343832,344604,348251,Angel Stadium of Anaheim,45505,3019505,37278,3095935,38221,3012765,37195
Angel Stadium of Anaheim,LAA,Angels,3.00,4.5,0.28,Anaheim,343832,344604,348251,Angel Stadium of Anaheim,45505,3019505,37278,3095935,38221,3012765,37195
Angel Stadium of Anaheim,LAA,Angels,3.00,4.5,0.28,Anaheim,343832,344604,348251,Angel Stadium of Anaheim,45505,3019505,37278,3095935,38221,3012765,37195
Angel Stadium of Anaheim,LAA,Angels,3.00,4.5,0.28,Anaheim,343832,344604,348251,Angel Stadium of Anaheim,45505,3019505,37278,3095935,38221,3012765,37195
Angel Stadium of Anaheim,LAA,Angels,3.00,4.5,0.38,Anaheim,343832,344604,348251,Angel Stadium of Anaheim,45505,3019505,37278,3095935,38221,3012765,37195
Dodger Stadium,LAN,Dodgers,19.00,6.25,0.39,Los Angeles,3881622,3909901,3938568,Dodger Stadium,56000,3743527,46216,3782337,46696,3764815,46479
Dodger Stadium,LAN,Dodgers,19.00,6.75,0.34,Los Angeles,3881622,3909901,3938568,Dodger Stadium,56000,3743527,46216,3782337,46696,3764815,46479
Dodger Stadium,LAN,Dodgers,19.00,6.75,0.34,Los Angeles,3881622,3909901,3938568,Dodger Stadium,56000,3743527,46216,3782337,46696,3764815,46479
Dodger Stadium,LAN,Dodgers,19.00,6.25,0.31,Los Angeles,3881622,3909901,3938568,Dodger Stadium,56000,3743527,46216,3782337,46696,3764815,46479
Dodger Stadium,LAN,Dodgers,19.00,6.25,0.39,Los Angeles,3881622,3909901,3938568,Dodger Stadium,56000,3743527,46216,3782337,46696,3764815,46479
New Yankee Stadium,NYN,Mets,14.00,5.75,0.48,New York,8396091,8433806,8463049,New Yankee Stadium,50291,2135657,26366,2148808,26528,2569753,31725
New Yankee Stadium,NYN,Mets,14.00,5.75,0.48,New York,8396091,8433806,8463049,New Yankee Stadium,50291,2135657,26366,2148808,26528,2569753,31725
New Yankee Stadium,NYN,Mets,14.00,5.75,0.48,New York,8396091,8433806,8463049,New Yankee Stadium,50291,2135657,26366,2148808,26528,2569753,31725
New Yankee Stadium,NYN,Mets,14.00,5.75,0.48,New York,8396091,8433806,8463049,New Yankee Stadium,50291,2135657,26366,2148808,26528,2569753,31725
New Yankee Stadium,NYN,Mets,14.00,10.5,0.53,New York,8396091,8433806,8463049,New Yankee Stadium,50291,2135657,26366,2148808,26528,2569753,31725
Citi Field,NYN,Mets,14.00,5.75,0.48,New York,8396091,8433806,8463049,Citi Field,41922,2135657,26366,2148808,26528,2569753,31725
Citi Field,NYN,Mets,14.00,5.75,0.48,New York,8396091,8433806,8463049,Citi Field,41922,2135657,26366,2148808,26528,2569753,31725
Citi Field,NYN,Mets,14.00,5.75,0.48,New York,8396091,8433806,8463049,Citi Field,41922,2135657,26366,2148808,26528,2569753,31725
Citi Field,NYN,Mets,14.00,5.75,0.48,New York,8396091,8433806,8463049,Citi Field,41922,2135657,26366,2148808,26528,2569753,31725
Citi Field,NYN,Mets,14.00,10.5,0.53,New York,8396091,8433806,8463049,Citi Field,41922,2135657,26366,2148808,26528,2569753,31725
New Yankee Stadium,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,New Yankee Stadium,50291,3279589,40489,3401624,41995,3193795,39430
New Yankee Stadium,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,New Yankee Stadium,50291,3279589,40489,3401624,41995,3193795,39430
New Yankee Stadium,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,New Yankee Stadium,50291,3279589,40489,3401624,41995,3193795,39430
New Yankee Stadium,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,New Yankee Stadium,50291,3279589,40489,3401624,41995,3193795,39430
New Yankee Stadium,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,New Yankee Stadium,50291,3279589,40489,3401624,41995,3193795,39430
Citi Field,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,Citi Field,41922,3279589,40489,3401624,41995,3193795,39430
Citi Field,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,Citi Field,41922,3279589,40489,3401624,41995,3193795,39430
Citi Field,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,Citi Field,41922,3279589,40489,3401624,41995,3193795,39430
Citi Field,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,Citi Field,41922,3279589,40489,3401624,41995,3193795,39430
Citi Field,NYA,Yankees,1.00,6.0,0.5,New York,8396091,8433806,8463049,Citi Field,41922,3279589,40489,3401624,41995,3193795,39430
Oakland-Alameda County Coliseum,OAK,Athletics,6.00,5.0,0.36,Oakland,406648,412901,418211,Oakland-Alameda County Coliseum,35067,1809302,22337,2003628,24736,1768175,21829
Oakland-Alameda County Coliseum,OAK,Athletics,6.00,5.0,0.42,Oakland,406648,412901,418211,Oakland-Alameda County Coliseum,35067,1809302,22337,2003628,24736,1768175,21829
Oakland-Alameda County Coliseum,OAK,Athletics,6.00,5.0,0.42,Oakland,406648,412901,418211,Oakland-Alameda County Coliseum,35067,1809302,22337,2003628,24736,1768175,21829
Oakland-Alameda County Coliseum,OAK,Athletics,6.00,5.0,0.42,Oakland,406648,412901,418211,Oakland-Alameda County Coliseum,35067,1809302,22337,2003628,24736,1768175,21829
Oakland-Alameda County Coliseum,OAK,Athletics,6.00,5.5,0.46,Oakland,406648,412901,418211,Oakland-Alameda County Coliseum,35067,1809302,22337,2003628,24736,1768175,21829
PNC Park,PIT,Pirates,8.00,5.5,0.34,Pittsburgh,306902,305964,304070,PNC Park,38362,2256862,27862,2442564,30155,2498596,30847
PNC Park,PIT,Pirates,8.00,5.5,0.34,Pittsburgh,306902,305964,304070,PNC Park,38362,2256862,27862,2442564,30155,2498596,30847
PNC Park,PIT,Pirates,8.00,5.5,0.34,Pittsburgh,306902,305964,304070,PNC Park,38362,2256862,27862,2442564,30155,2498596,30847
PNC Park,PIT,Pirates,8.00,5.5,0.34,Pittsburgh,306902,305964,304070,PNC Park,38362,2256862,27862,2442564,30155,2498596,30847
PNC Park,PIT,Pirates,8.00,6.0,0.38,Pittsburgh,306902,305964,304070,PNC Park,38362,2256862,27862,2442564,30155,2498596,30847
AT&T Park,SFN,Giants,17.00,6.75,0.42,San Francisco,839572,850750,863010,AT&T Park,41915,3369106,41087,3368697,41589,3375882,41678
AT&T Park,SFN,Giants,17.00,7.0,0.5,San Francisco,839572,850750,863010,AT&T Park,41915,3369106,41087,3368697,41589,3375882,41678
AT&T Park,SFN,Giants,17.00,7.0,0.5,San Francisco,839572,850750,863010,AT&T Park,41915,3369106,41087,3368697,41589,3375882,41678
AT&T Park,SFN,Giants,17.00,7.5,0.54,San Francisco,839572,850750,863010,AT&T Park,41915,3369106,41087,3368697,41589,3375882,41678
AT&T Park,SFN,Giants,17.00,8.25,0.59,San Francisco,839572,850750,863010,AT&T Park,41915,3369106,41087,3368697,41589,3375882,41678
Busch Stadium III,SLN,Cardinals,31.00,6.75,0.56,St. Louis,318476,317399,316010,Busch Stadium III,43975,3369769,41602,3540649,43712,3520889,43468
Busch Stadium III,SLN,Cardinals,31.00,6.75,0.56,St. Louis,318476,317399,316010,Busch Stadium III,43975,3369769,41602,3540649,43712,3520889,43468
Busch Stadium III,SLN,Cardinals,31.00,6.75,0.56,St. Louis,318476,317399,316010,Busch Stadium III,43975,3369769,41602,3540649,43712,3520889,43468
Busch Stadium III,SLN,Cardinals,31.00,5.0,0.42,St. Louis,318476,317399,316010,Busch Stadium III,43975,3369769,41602,3540649,43712,3520889,43468
Busch Stadium III,SLN,Cardinals,31.00,5.0,0.42,St. Louis,318476,317399,316010,Busch Stadium III,43975,3369769,41602,3540649,43712,3520889,43468
Nationals Park,WAS,Nationals,4.00,8.25,0.52,Washington,650581,662328,675400,Nationals Park,41222,2652422,32746,2579389,31844,2619843,32344
Nationals Park,WAS,Nationals,4.00,6.5,0.41,Washington,650581,662328,675400,Nationals Park,41222,2652422,32746,2579389,31844,2619843,32344
Nationals Park,WAS,Nationals,4.00,6.5,0.41,Washington,650581,662328,675400,Nationals Park,41222,2652422,32746,2579389,31844,2619843,32344
Nationals Park,WAS,Nationals,4.00,6.5,0.41,Washington,650581,662328,675400,Nationals Park,41222,2652422,32746,2579389,31844,2619843,32344
Nationals Park,WAS,Nationals,4.00,7.0,0.5,Washington,650581,662328,675400,Nationals Park,41222,2652422,32746,2579389,31844,2619843,32344
